--------------------------------------------------------------------------------
Marvellous Indosystems Thu Apr  6 16:28:24 2023
--------------------------------------------------------------------------------

{'pid': 584, 'username': 'ONKAROPLE\\msi', 'name': 'cmd.exe', 'vms': 2.7421875}
{'pid': 928, 'username': 'ONKAROPLE\\msi', 'name': 'SystemSettingsBroker.exe', 'vms': 7.91796875}
{'pid': 1064, 'username': 'ONKAROPLE\\msi', 'name': 'conhost.exe', 'vms': 5.28125}
{'pid': 1272, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 10.33203125}
{'pid': 1540, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 1.98828125}
{'pid': 1932, 'username': 'ONKAROPLE\\msi', 'name': 'conhost.exe', 'vms': 12.6484375}
{'pid': 2136, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 3.5078125}
{'pid': 2756, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 148.10546875}
{'pid': 3096, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 6.01171875}
{'pid': 3304, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 60.13671875}
{'pid': 3392, 'username': 'ONKAROPLE\\msi', 'name': 'CodeSetup-stable-b7886d7461186a5eac768481578c1d7ca80e2d21.tmp', 'vms': 22.140625}
{'pid': 3412, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 40.43359375}
{'pid': 3448, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 302.921875}
{'pid': 3656, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 4.52734375}
{'pid': 4036, 'username': 'ONKAROPLE\\msi', 'name': 'Microsoft.Media.Player.exe', 'vms': 58.69921875}
{'pid': 4388, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 2.34765625}
{'pid': 4768, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 11.1796875}
{'pid': 6308, 'username': 'ONKAROPLE\\msi', 'name': 'explorer.exe', 'vms': 133.01171875}
{'pid': 6324, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 18.359375}
{'pid': 7140, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 10.3359375}
{'pid': 7600, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 19.546875}
{'pid': 7628, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 182.93359375}
{'pid': 7816, 'username': 'ONKAROPLE\\msi', 'name': 'SystemSettings.exe', 'vms': 38.3828125}
{'pid': 7964, 'username': 'ONKAROPLE\\msi', 'name': 'Cortana.exe', 'vms': 27.32421875}
{'pid': 8012, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 9.2109375}
{'pid': 8404, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 47.76171875}
{'pid': 8876, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 3.92578125}
{'pid': 9304, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 3.40625}
{'pid': 9576, 'username': 'ONKAROPLE\\msi', 'name': 'CodeSetup-stable-b7886d7461186a5eac768481578c1d7ca80e2d21.exe', 'vms': 7.09765625}
{'pid': 9872, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 88.94921875}
{'pid': 9980, 'username': 'ONKAROPLE\\msi', 'name': 'RtkAudUService64.exe', 'vms': 2.94140625}
{'pid': 10468, 'username': 'ONKAROPLE\\msi', 'name': 'sihost.exe', 'vms': 9.91796875}
{'pid': 10672, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 135.703125}
{'pid': 10960, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 3.7578125}
{'pid': 10996, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 8.05859375}
{'pid': 11004, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 50.265625}
{'pid': 11080, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 41.14453125}
{'pid': 11488, 'username': 'ONKAROPLE\\msi', 'name': 'WhatsApp.exe', 'vms': 36.23046875}
{'pid': 11596, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 7.64453125}
{'pid': 12012, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 26.14453125}
{'pid': 12260, 'username': 'ONKAROPLE\\msi', 'name': 'GameBarFTServer.exe', 'vms': 2.859375}
{'pid': 12488, 'username': 'ONKAROPLE\\msi', 'name': 'SecurityHealthSystray.exe', 'vms': 1.81640625}
{'pid': 13140, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 38.4921875}
{'pid': 14160, 'username': 'ONKAROPLE\\msi', 'name': 'SearchHost.exe', 'vms': 222.015625}
{'pid': 14300, 'username': 'ONKAROPLE\\msi', 'name': 'WidgetService.exe', 'vms': 4.23828125}
{'pid': 14352, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 69.5234375}
{'pid': 14368, 'username': 'ONKAROPLE\\msi', 'name': 'igfxEM.exe', 'vms': 7.87109375}
{'pid': 14628, 'username': 'ONKAROPLE\\msi', 'name': 'UserOOBEBroker.exe', 'vms': 2.25}
{'pid': 14736, 'username': 'ONKAROPLE\\msi', 'name': 'dllhost.exe', 'vms': 6.43359375}
{'pid': 14952, 'username': 'ONKAROPLE\\msi', 'name': 'ApplicationFrameHost.exe', 'vms': 22.92578125}
{'pid': 15228, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 3.76953125}
{'pid': 15252, 'username': 'ONKAROPLE\\msi', 'name': 'msedge.exe', 'vms': 19.05859375}
{'pid': 15292, 'username': 'ONKAROPLE\\msi', 'name': 'NhNotifSys.exe', 'vms': 23.421875}
{'pid': 15328, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 2.7265625}
{'pid': 15520, 'username': 'ONKAROPLE\\msi', 'name': 'ONLINENT.EXE', 'vms': 6.44140625}
{'pid': 15556, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 68.14453125}
{'pid': 15752, 'username': 'ONKAROPLE\\msi', 'name': 'python.exe', 'vms': 15.4375}
{'pid': 15844, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 7.1953125}
{'pid': 15932, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 28.30859375}
{'pid': 16152, 'username': 'ONKAROPLE\\msi', 'name': 'dotnet.exe', 'vms': 111.77734375}
{'pid': 16280, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 11.97265625}
{'pid': 16304, 'username': 'ONKAROPLE\\msi', 'name': 'ShellExperienceHost.exe', 'vms': 27.8671875}
{'pid': 16496, 'username': 'ONKAROPLE\\msi', 'name': 'dllhost.exe', 'vms': 7.046875}
{'pid': 16796, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 2.1640625}
{'pid': 16800, 'username': 'ONKAROPLE\\msi', 'name': 'svchost.exe', 'vms': 5.28125}
{'pid': 16820, 'username': 'ONKAROPLE\\msi', 'name': 'OneDrive.exe', 'vms': 139.73046875}
{'pid': 16924, 'username': 'ONKAROPLE\\msi', 'name': 'taskhostw.exe', 'vms': 3.890625}
{'pid': 17008, 'username': 'ONKAROPLE\\msi', 'name': 'dllhost.exe', 'vms': 1.46875}
{'pid': 17224, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 44.24609375}
{'pid': 17276, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 11.53515625}
{'pid': 17464, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 25.73828125}
{'pid': 17580, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 5.8828125}
{'pid': 17732, 'username': 'ONKAROPLE\\msi', 'name': 'Widgets.exe', 'vms': 9.66015625}
{'pid': 17880, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 16.78515625}
{'pid': 17924, 'username': 'ONKAROPLE\\msi', 'name': 'backgroundTaskHost.exe', 'vms': 16.890625}
{'pid': 17976, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 34.84765625}
{'pid': 18744, 'username': 'ONKAROPLE\\msi', 'name': 'StartMenuExperienceHost.exe', 'vms': 26.94140625}
{'pid': 18972, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 20.66015625}
{'pid': 19128, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 209.03125}
{'pid': 19452, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 10.31640625}
{'pid': 19576, 'username': 'ONKAROPLE\\msi', 'name': 'GameBar.exe', 'vms': 19.55859375}
{'pid': 19632, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 41.88671875}
{'pid': 19680, 'username': 'ONKAROPLE\\msi', 'name': 'chrome.exe', 'vms': 19.453125}
{'pid': 19792, 'username': 'ONKAROPLE\\msi', 'name': 'Code.exe', 'vms': 22.4609375}
{'pid': 19936, 'username': 'ONKAROPLE\\msi', 'name': 'BackgroundTransferHost.exe', 'vms': 4.1875}
{'pid': 20020, 'username': 'ONKAROPLE\\msi', 'name': 'RuntimeBroker.exe', 'vms': 16.39453125}
{'pid': 20468, 'username': 'ONKAROPLE\\msi', 'name': 'PhoneExperienceHost.exe', 'vms': 50.015625}
